card_id,unit,exam_pool,question_unchanged,previous_exam_command,exam_command,previous_answer_format_hint,answer_format_hint,answer_format_steps,source,source_fidelity
y9x-129-9j-groot-has-mass-34-kg-on-a-planet-where-g-6-8-n-kg-calculate-his-weight,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 22,calculation-practice-derived
y9x-130-9j-groot-has-mass-34-kg-and-weight-724-2-n-on-a-planet-calculate-g,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Ja Force Fields PPT slide 22,calculation-practice-derived
y9x-131-9j-oberon-has-about-1-3-times-the-mass-of-rhea-but-a-similar-diameter-which-moon-ha,9J,written-main,True,identify,identify,Use the diagram labels or names only. Do not add a long explanation unless it helps clarity.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9Ja Force Fields PPT slide 23 practice question,calculation-practice-derived
y9x-132-9j-calculate-resistance-voltage-12-v-current-2-a,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance formula practice,calculation-practice-derived
y9x-133-9j-calculate-resistance-voltage-9-v-current-0-3-a,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance formula practice,calculation-practice-derived
y9x-134-9j-calculate-resistance-voltage-8-v-current-0-02-a,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance PPT table-style practice,calculation-practice-derived
y9x-135-9j-calculate-current-voltage-6-v-resistance-30,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance formula practice,calculation-practice-derived
y9x-136-9j-calculate-voltage-current-0-5-a-resistance-20,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance PPT modelled answer extension,calculation-practice-derived
y9x-137-9j-calculate-voltage-current-0-02-a-resistance-5200,9J,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9Jd Resistance PPT table-style practice,calculation-practice-derived
y9x-138-9i-a-stone-is-moved-65-km-in-65-h-calculate-the-mean-speed,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I assess-yourself journey context,calculation-practice-derived
y9x-139-9i-a-river-section-is-40-km-and-the-stones-move-at-3-km-h-calculate-the-time-taken,9I,written-main,True,calculate,calculate,"Write formula, substitution, answer and unit where possible.","Write the formula or method, substitute values, then give the answer with a unit or required rounding.",Write the equation or method. | Substitute the values and show working. | Give the final answer with the correct unit or rounding.,9I assess-yourself journey context,calculation-practice-derived
