qid,legacy_id,unit,qid_type,card_type,level,question,source
9F-MCQ-35,y9cgp-065-F-periodic-table-bridge-elements-in-the-same-group-usually-have,9F,MCQ,Quick quiz,2,Elements in the same group usually have:,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-MCQ-36,y9cgp-066-F-periodic-table-bridge-across-a-period-elements-are-arranged-mainly-by-increasing,9F,MCQ,Quick quiz,1,"Across a period, elements are arranged mainly by increasing:",9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-WE-60,y9cgp-067-F-periodic-table-bridge-where-are-metals-usually-found-in-the-periodic-table,9F,WE,Progress check,1,Where are metals usually found in the periodic table?,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-WE-61,y9cgp-068-F-periodic-table-bridge-give-two-general-properties-of-metals,9F,WE,Progress check,2,Give two general properties of metals.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-WE-62,y9cgp-069-F-periodic-table-bridge-give-two-general-properties-of-non-metals,9F,WE,Progress check,2,Give two general properties of non-metals.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-MCQ-37,y9cgp-070-F-periodic-table-bridge-which-group-contains-the-alkali-metals,9F,MCQ,Quick quiz,2,Which group contains the alkali metals?,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-WE-63,y9cgp-071-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-1,9F,WE,Progress check,2,Describe the reactivity trend down Group 1.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-MCQ-38,y9cgp-072-F-periodic-table-bridge-which-group-contains-the-halogens,9F,MCQ,Quick quiz,2,Which group contains the halogens?,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9F-WE-64,y9cgp-073-F-periodic-table-bridge-describe-the-reactivity-trend-down-group-7,9F,WE,Progress check,3,Describe the reactivity trend down Group 7.,9F Summary sheet p2 Atomic structure; CGP KS3 Year 9 Topic 7 Periodic table; Oak periodic table lessons
9E-VOC-21,y9cgp-074-E-climate-bridge-define-greenhouse-gas,9E,VOC,Vocabulary,1,Explain: greenhouse gas,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9E-VOC-22,y9cgp-075-E-climate-bridge-define-global-warming,9E,VOC,Vocabulary,1,Explain: global warming,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9E-WE-47,y9cgp-076-E-climate-bridge-what-causes-the-natural-greenhouse-effect,9E,WE,Progress check,2,What causes the natural greenhouse effect?,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9E-WE-48,y9cgp-077-E-climate-bridge-why-can-extra-greenhouse-gases-increase-global-temperature,9E,WE,Apply check,3,Why can extra greenhouse gases increase global temperature?,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9E-MCQ-24,y9cgp-078-E-climate-bridge-which-gas-is-commonly-released-by-burning-fossil-fuels,9E,MCQ,Quick quiz,1,Which gas is commonly released by burning fossil fuels?,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9E-WE-49,y9cgp-079-E-climate-bridge-give-two-examples-of-evidence-used-for-global-warming,9E,WE,Progress check,3,Give two examples of evidence used for global warming.,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9E-WE-50,y9cgp-080-E-climate-bridge-how-can-cutting-fossil-fuel-use-help-reduce-global-warming,9E,WE,Progress check,2,How can cutting fossil fuel use help reduce global warming?,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9E-WE-51,y9cgp-081-E-climate-bridge-explain-one-environmental-problem-caused-by-making-materials,9E,WE,Apply check,3,Explain one environmental problem caused by making materials.,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9E-MCQ-25,y9cgp-082-E-climate-bridge-which-action-would-most-directly-reduce-carbon-dioxide-emiss,9E,MCQ,Quick quiz,2,Which action would most directly reduce carbon dioxide emissions from energy use?,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9E-WE-52,y9cgp-083-E-climate-bridge-why-is-climate-change-more-than-just-one-hot-day,9E,WE,Progress check,2,Why is climate change more than just “one hot day”?,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9E-WE-53,y9cgp-084-E-climate-bridge-why-do-scientists-compare-modern-temperatures-with-long-term,9E,WE,Apply check,3,Why do scientists compare modern temperatures with long-term averages?,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9E-WE-54,y9cgp-085-E-climate-bridge-explain-why-a-correlation-between-greenhouse-gas-emissions-a,9E,WE,Challenge check,4,Explain why a correlation between greenhouse gas emissions and temperature is important but not the only evidence needed.,9E environmental impacts/greenhouse gas revision content; CGP KS3 Year 9 Topic 11 Climate; Oak climate lessons
9F-VOC-20,y9cgp-096-F-chemical-energy-bridge-define-exothermic-reaction,9F,VOC,Vocabulary,1,Explain: exothermic reaction,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson
9F-VOC-21,y9cgp-097-F-chemical-energy-bridge-define-endothermic-reaction,9F,VOC,Vocabulary,1,Explain: endothermic reaction,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson
9F-WE-65,y9cgp-098-F-chemical-energy-bridge-what-do-exothermic-reactions-do-to-the-surroundings,9F,WE,Progress check,2,What do exothermic reactions do to the surroundings?,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson
9F-WE-66,y9cgp-099-F-chemical-energy-bridge-what-do-endothermic-reactions-do-to-the-surroundings,9F,WE,Progress check,2,What do endothermic reactions do to the surroundings?,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson
9F-MCQ-39,y9cgp-100-F-chemical-energy-bridge-a-reaction-mixture-starts-at-20-c-and-ends-at-28-c-what-type,9F,MCQ,Quick quiz,2,A reaction mixture starts at 20°C and ends at 28°C. What type of reaction is it?,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson
9F-MCQ-40,y9cgp-101-F-chemical-energy-bridge-a-reaction-mixture-starts-at-22-c-and-falls-to-16-c-what-typ,9F,MCQ,Quick quiz,2,A reaction mixture starts at 22°C and falls to 16°C. What type of reaction is it?,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson
9F-WE-67,y9cgp-102-F-chemical-energy-bridge-why-should-temperature-be-measured-before-and-after-a-reacti,9F,WE,Apply check,3,Why should temperature be measured before and after a reaction?,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson
9F-WE-68,y9cgp-103-F-chemical-energy-bridge-give-one-example-of-an-endothermic-reaction-from-the-revisio,9F,WE,Progress check,1,Give one example of an endothermic reaction from the revision sheet.,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson
9F-WE-69,y9cgp-104-F-chemical-energy-bridge-why-is-combustion-usually-described-as-exothermic,9F,WE,Apply check,2,Why is combustion usually described as exothermic?,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson
9F-WE-70,y9cgp-105-F-chemical-energy-bridge-correct-the-misconception-a-cold-reaction-makes-cold-energy,9F,WE,Challenge check,3,Correct the misconception: “A cold reaction makes cold energy.”,9E/9F Summary sheet exothermic and endothermic reactions; CGP KS3 Year 9 Topic 10 Chemical energy; Oak chemical energy lesson
9I-CALC-21,y9img-001-9i-density-water-displacement-calculate-density,9I,CALC,Calculation,3,Use the measuring cylinders. Calculate the density of the object. Give your answer in g/cm³.,Visual integration v1.52.0
9I-CALC-22,y9img-002-9i-density-cuboid-calculate-density,9I,CALC,Calculation,3,Use the cuboid diagram. Calculate the density of the object in g/cm³.,Visual integration v1.52.0
9I-CALC-23,y9img-003-9i-pressure-solid-block-calculate-pressure,9I,CALC,Calculation,2,Use the block diagram. Calculate the pressure on the surface in N/cm².,Visual integration v1.52.0
9I-MCQ-23,y9img-004-9i-pressure-shoe-contact-area-compare,9I,MCQ,Quick quiz,2,"Use the shoe diagrams. Which shoe produces the greater pressure on the ground, and why?",Visual integration v1.52.0
9I-CALC-24,y9img-005-9i-moment-balanced-missing-distance,9I,CALC,Calculation,3,Use the balanced lever diagram. Calculate the missing distance on the right-hand side.,Visual integration v1.52.0
9I-MCQ-24,y9img-006-9i-distance-time-journey-stopped-section,9I,MCQ,Quick quiz,2,Use the distance-time graph. During which time interval was the object stopped?,Visual integration v1.52.0
9J-MCQ-39,y9img-007-9j-current-voltage-greater-resistance,9J,MCQ,Quick quiz,3,Use the current-voltage graph. Which line shows the greater resistance?,Visual integration v1.52.0
9E-MCQ-26,y9r4-001-9e-peer-review-flowchart-outcome,9E,MCQ,Quick quiz,2,Use the peer-review flowchart. What are the possible final outcomes after expert review?,Visual integration v1.52.0
9B-MCQ-21,y9r4-002-9b-farming-table-hedgerows,9B,MCQ,Quick quiz,2,Use the farming-methods table. Which method increases field size but can cause habitat loss and reduced biodiversity?,Visual integration v1.52.0
9B-MCQ-22,y9r4-003-9b-glucose-use-proteins,9B,MCQ,Quick quiz,2,Use the glucose-use diagram. Which labelled box represents glucose being used to make proteins with mineral ions?,Visual integration v1.52.0
9E-MCQ-27,y9r4-004-9e-exothermic-endothermic-compare,9E,MCQ,Quick quiz,2,Use the two reaction diagrams. Which diagram shows an exothermic reaction?,Visual integration v1.52.0
9A-MCQ-21,y9r4-005-9a-biodiversity-preservation-methods,9A,MCQ,Quick quiz,2,Use the biodiversity diagram. Which option gives two methods used to preserve biodiversity?,Visual integration v1.52.0
9B-MCQ-23,y9r5-001-9b-photosynthesis-temperature-rate,9B,MCQ,Quick quiz,3,Use the limiting-factor graphs. Which graph shows the rate falling after a high value of the factor?,Visual integration v1.52.0
9I-MCQ-25,y9r5-002-9i-speed-time-constant-speed,9I,MCQ,Quick quiz,2,Use the speed-time graph. Which section shows constant speed?,Visual integration v1.52.0
9J-MCQ-40,y9r5-003-9j-wire-resistance-independent-variable,9J,MCQ,Quick quiz,3,Use the wire-resistance setup. What is the independent variable in this investigation?,Visual integration v1.52.0
9F-MCQ-41,y9r5-004-9f-extraction-electrolysis-region,9F,MCQ,Quick quiz,3,Use the extraction decision tree. Which method is used for the most reactive metals shown above carbon?,Visual integration v1.52.0
9A-MCQ-22,y9r5-005-9a-natural-selection-next-generation,9A,MCQ,Quick quiz,3,Use the natural-selection sequence. Which panel shows the next generation after selection has acted?,Visual integration v1.52.0
9E-MCQ-28,y9r5-006-9e-recycling-concrete,9E,MCQ,Quick quiz,2,Use the recycling methods grid. Which material is recycled by crushing and reusing as aggregate?,Visual integration v1.52.0
9F-MCQ-42,y9r5-007-9f-displacement-copper-deposit,9F,MCQ,Quick quiz,3,Use the before-and-after displacement diagram. What solid forms on the magnesium strip?,Visual integration v1.52.0
9I-MCQ-26,y9r5-008-9i-terminal-velocity-balanced-forces,9I,MCQ,Quick quiz,3,Use the falling-object sequence. Which stage shows balanced forces?,Visual integration v1.52.0
9J-MCQ-41,y9r5-009-9j-static-balloon-negative,9J,MCQ,Quick quiz,2,Use the charge-transfer diagram. Which object has gained electrons after rubbing?,Visual integration v1.52.0
9J-MCQ-42,y9r5-010-9j-electromagnet-component,9J,MCQ,Quick quiz,2,Use the electromagnet setup. Which part allows the electromagnet to be switched on and off?,Visual integration v1.52.0
9J-MCQ-43,y9r5-011-9j-motor-effect-wire-force,9J,MCQ,Quick quiz,4,Use the motor-effect diagram. What causes the coil to rotate?,Visual integration v1.52.0
9F-MCQ-43,y9r6-001-9f-gas-pressure-volume,9F,MCQ,Quick quiz,3,"Use the gas pressure diagram. In the volume panel, which container would have the higher gas pressure if temperature and particle number stayed the same?",Reaction images r6 integration v1.53.0
9F-MCQ-44,y9r6-002-9f-metal-reaction-products-hydrogen,9F,MCQ,Quick quiz,2,Use the reactive-metal products map. Which product label represents hydrogen gas?,Reaction images r6 integration v1.53.0
9B-MCQ-24,y9r6-003-9b-plant-transport-xylem,9B,MCQ,Quick quiz,2,Use the plant transport diagram. Which label shows the xylem pathway carrying water and mineral ions up the stem?,Reaction images r6 integration v1.53.0
9J-CALC-31,y9r6-004-9j-current-voltage-resistance-calculate,9J,CALC,Calculation,3,Use the current-voltage graph. Calculate the resistance of line B at 6 V.,Reaction images r6 integration v1.53.0
9A-MCQ-23,y9r6-005-9a-dna-gene-section,9A,MCQ,Quick quiz,2,Use the DNA hierarchy diagram. Which label shows a gene as a short section of DNA?,Reaction images r6 integration v1.53.0
9J-MCQ-44,y9r6-006-9j-force-field-electric,9J,MCQ,Quick quiz,2,Use the force-field comparison diagram. Which labelled panel shows an electric field?,Reaction images r6 integration v1.53.0
