origin,id,source_card_id,unit,domain,exam_pool,exam_command,marks,question,answer_format_hint,answer_format_steps,source
open-answer-card,derived-y9x-006-9a-explain-how-changes-in-an-ecosystem-can-cause-extinction,y9x-006-9a-explain-how-changes-in-an-ecosystem-can-cause-extinction,9A,biology,written-main,explain,3,Explain how changes in an ecosystem can cause extinction.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9A assess-yourself success criterion 06
open-answer-card,derived-y9x-007-9a-identify-adaptations-of-triceratops-that-could-be-labelled-on-a-model,y9x-007-9a-identify-adaptations-of-triceratops-that-could-be-labelled-on-a-model,9A,biology,written-main,identify,1,Identify adaptations of Triceratops that could be labelled on a model.,"Use the labels, diagram or question clue to name the correct item(s). Keep the answer concise.","Look carefully at the label, diagram or clue. | Name the correct item(s), part(s) or feature(s). | Use letters/names clearly if the diagram uses labels.",9A assess-yourself success criterion 07
open-answer-card,derived-y9x-008-9a-explain-how-environmental-variation-is-caused,y9x-008-9a-explain-how-environmental-variation-is-caused,9A,biology,written-main,explain,3,Explain how environmental variation is caused.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9A assess-yourself success criterion 08
open-answer-card,derived-y9x-009-9a-outline-how-some-variation-is-inherited-from-parents,y9x-009-9a-outline-how-some-variation-is-inherited-from-parents,9A,biology,written-main,describe,2,Outline how some variation is inherited from parents.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9A assess-yourself success criterion 09
open-answer-card,derived-y9x-010-9a-explain-how-triceratops-adaptations-helped-survival,y9x-010-9a-explain-how-triceratops-adaptations-helped-survival,9A,biology,written-main,explain,3,Explain how Triceratops adaptations helped survival.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9A assess-yourself success criterion 10
open-answer-card,derived-y9x-011-9a-identify-and-explain-triceratops-adaptations-beyond-the-obvious-labels,y9x-011-9a-identify-and-explain-triceratops-adaptations-beyond-the-obvious-labels,9A,biology,written-main,explain,3,Identify and explain Triceratops adaptations beyond the obvious labels.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9A assess-yourself success criterion 11
open-answer-card,derived-y9x-012-9a-describe-the-relationship-between-cells-nuclei-chromosomes-genes-dna-and-genetic,y9x-012-9a-describe-the-relationship-between-cells-nuclei-chromosomes-genes-dna-and-genetic,9A,biology,written-main,describe,2,"Describe the relationship between cells, nuclei, chromosomes, genes, DNA and genetic information.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9A assess-yourself success criterion 12
open-answer-card,derived-y9x-013-9a-describe-how-variation-in-adaptations-affects-survival-within-a-species,y9x-013-9a-describe-how-variation-in-adaptations-affects-survival-within-a-species,9A,biology,written-main,describe,2,Describe how variation in adaptations affects survival within a species.,"Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9A assess-yourself success criterion 13
open-answer-card,derived-y9x-014-9a-state-what-evolution-is,y9x-014-9a-state-what-evolution-is,9A,biology,written-recall,state,1,State what evolution is.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9A assess-yourself success criterion 14
open-answer-card,derived-y9x-015-9a-explain-how-natural-selection-works,y9x-015-9a-explain-how-natural-selection-works,9A,biology,written-main,explain,3,Explain how natural selection works.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9A assess-yourself success criterion 15
open-answer-card,derived-y9x-016-9b-name-some-common-crop-plants,y9x-016-9b-name-some-common-crop-plants,9B,biology,written-recall,state,1,Name some common crop plants.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B assess-yourself success criterion 01
open-answer-card,derived-y9x-017-9b-explain-why-it-is-important-to-look-after-crop-plants,y9x-017-9b-explain-why-it-is-important-to-look-after-crop-plants,9B,biology,written-main,explain,3,Explain why it is important to look after crop plants.,"Make the point, give the reason, then link it to the result. Use because/so and the key science term.","Make the science point. | Use because/so to link cause and effect. | Add the result, consequence or application.",9B assess-yourself success criterion 02
open-answer-card,derived-y9x-018-9b-state-that-plants-make-their-own-food,y9x-018-9b-state-that-plants-make-their-own-food,9B,biology,written-recall,state,1,State that plants make their own food.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B assess-yourself success criterion 03
open-answer-card,derived-y9x-019-9b-recall-the-resources-plants-need-to-grow-well,y9x-019-9b-recall-the-resources-plants-need-to-grow-well,9B,biology,written-recall,state,1,Recall the resources plants need to grow well.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B assess-yourself success criterion 04
open-answer-card,derived-y9x-020-9b-list-chemical-substances-farmers-may-apply-to-crops,y9x-020-9b-list-chemical-substances-farmers-may-apply-to-crops,9B,biology,written-recall,state,1,List chemical substances farmers may apply to crops.,"Give the exact fact, term, equation or short list. Keep it short and use the science key words.","Find the exact fact the question is asking for. | Write the key word, equation or short list. | Do not add a long explanation unless the question asks for it.",9B assess-yourself success criterion 05
open-answer-card,derived-y9x-021-9b-describe-photosynthesis-in-terms-of-reactants-products-and-energy-source,y9x-021-9b-describe-photosynthesis-in-terms-of-reactants-products-and-energy-source,9B,biology,written-main,describe,2,"Describe photosynthesis in terms of reactants, products and energy source.","Say what happens, what changes, or what is shown. Use short linked points and include values or labels if given.","Give one clear feature, step or change. | Add another linked feature, step or comparison. | Use values, labels or context from the question where useful.",9B assess-yourself success criterion 06
